brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age
RAM,1500 Classic Warlock,2019,"36,757 mi.",E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,0.010146394935372753,0.09999999999999999
Tesla,Model Y Long Range,2023,"4,786 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,0.01558221770864844,0.02
Audi,RS 3 2.5T,2023,"1,900 mi.",Gasoline,401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,0.026049403082501414,0.02
Hyundai,Genesis Coupe 3.8 R-Spec,2014,"52,060 mi.",Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,0.004403670222009341,0.2
Porsche,Boxster RS 60 Spyder,2008,"58,000 mi.",Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,0.013380382597643768,0.32
Ford,F-250 XLT,2010,"52,246 mi.",Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,6-Speed Manual,Tan,Medium Stone,None reported,Yes,0.008162033384562698,0.27999999999999997
Kia,Sorento EX,2016,"64,290 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Snow White Pearl,Satin Black,None reported,,0.005080819204609084,0.16
Nissan,370Z Touring,2009,"37,500 mi.",Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Orange,None reported,Yes,0.0066055053330140116,0.3
Genesis,G70 2.0T,2023,"2,121 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,0.013126324700220153,0.02
Land,Rover Range Rover Sport Supercharged,2013,"57,000 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,0.008129852717555706,0.22
Mercedes-Benz,S-Class S 560 4MATIC,2020,"22,000 mi.",Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,0.022865210768125425,0.08
Ford,Bronco Wildtrak Advanced,2023,"2,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.021848979178430962,0.02
RAM,1500 SLT,2018,"61,802 mi.",E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Gray,None reported,Yes,0.010162315896944633,0.12000000000000001
Dodge,Challenger R/T,2010,"73,000 mi.",–,–,A/T,Black,Black,None reported,Yes,0.00525052988008806,0.27999999999999997
Chevrolet,Sonic LT,2013,"110,000 mi.",–,–,A/T,Gray,Black,None reported,Yes,0.001863091247773183,0.22
Jeep,Grand Cherokee Laredo,2013,"106,700 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,0.00389555442716211,0.22
Audi,RS 5 4.2,2013,"75,965 mi.",Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,0.011516952606007352,0.22
Jeep,Grand Cherokee L Overland,2022,"31,804 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,Yes,0.01591926785256377,0.039999999999999994
Mazda,MX-5 Miata Base,1992,"125,800 mi.",–,–,5-Speed M/T,Red,Black,None reported,Yes,0.003218066700699134,0.64
Chrysler,Crossfire Limited,2005,"116,320 mi.",Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,0.0013549754529259513,0.38
Audi,S5 4.2 Premium Plus,2011,"156,875 mi.",Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,0.0026760765195287532,0.26
Tesla,Model X Base,2023,197 mi.,,670.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,0.02811574064821349,0.02
Cadillac,CT4 Luxury,2020,"35,200 mi.",Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,0.008976712375634426,0.08
Maserati,Ghibli S Q4,2014,"76,000 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.005758645674935291,0.2
Jaguar,F-PACE 25t Premium,2019,"29,000 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.011009175555023351,0.09999999999999999
BMW,750 i xDrive,2019,"33,499 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.014394920468022073,0.09999999999999999
Acura,TLX V6 Advance,2019,"25,779 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,,0.009823233289849914,0.09999999999999999
GMC,Terrain SLT-1,2015,"76,296 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,0.0025405789742361583,0.18000000000000002
BMW,i3 Base w/Range Extender,2014,"29,553 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,Black,Gray,None reported,Yes,0.0036584337229000684,0.2
Nissan,Versa 1.8 S,2011,"109,902 mi.",Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,0.0008468596580787194,0.26
Mercedes-Benz,C-Class C 300 4MATIC,2019,"23,083 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,0.010670431691791864,0.09999999999999999
Toyota,Matrix XRS,2003,"143,600 mi.",Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.0007448977552460416,0.42
RAM,1500 Limited,2021,"22,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,0.017885675978622555,0.06
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,"13,000 mi.",Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,Yes,0.026930137126903283,0.039999999999999994
Audi,A5 2.0T Premium,2018,"53,000 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,0.008807340444018682,0.12000000000000001
Lincoln,Navigator Reserve,2019,"44,741 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Beige,None reported,Yes,0.017275598280942647,0.09999999999999999
Audi,A6 3.2 quattro,2008,"202,000 mi.",Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,0.0012533522939565049,0.32
Chevrolet,Silverado 1500 LT Crew Cab,2006,"215,000 mi.",Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,0.0016920255968412815,0.36
Mercedes-Benz,S-Class S 560,2019,"77,138 mi.",Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,,0.01625902794738495,0.09999999999999999
Volvo,XC90 T6 Momentum,2018,"90,641 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,,0.008129513973692475,0.12000000000000001
Toyota,Camry SE,2011,"177,702 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.0019308400204194804,0.26
Mercedes-Benz,Metris Base,2018,"58,350 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,0.00931444000727622,0.12000000000000001
Chevrolet,Camaro 2LT,2010,"86,170 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.0050811579484723165,0.27999999999999997
Mazda,MX-5 Miata Grand Touring,2012,"36,568 mi.",Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,Yes,0.006164799566949846,0.24000000000000002
Ford,Escape SE,2015,"54,357 mi.",Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,0.004827100051048701,0.18000000000000002
Mercedes-Benz,S-Class S 63 AMG,2015,"20,394 mi.",Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,,0.019510969034407234,0.18000000000000002
Kia,Niro EX,2023,"7,578 mi.",Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,,0.009861850090258303,0.02
Porsche,Boxster Base,2010,"64,800 mi.",Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.0064022590150751195,0.27999999999999997
Toyota,4Runner Trail,2016,"117,780 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,0.00872265447821081,0.16
Hyundai,Kona EV SEL,2019,"33,100 mi.",,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,0.0054876505843501015,0.09999999999999999
Land,Rover Range Rover Evoque SE,2016,"86,202 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,0.00567395970912742,0.16
Ford,E350 Super Duty XLT,2012,"163,000 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,0.005944954799712611,0.24000000000000002
Mercedes-Benz,SL-Class SL500 Roadster,2004,"35,400 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,0.00775723446800107,0.39999999999999997
Jeep,Compass Trailhawk,2018,"31,000 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,0.006774877264629756,0.12000000000000001
Mercedes-Benz,S-Class S 560 4MATIC,2018,"103,069 mi.",Gasoline,4.0 Liter,Automatic,Anthracite Blue Metallic,Silk Beige/Espresso Brown,None reported,,0.01321033317830156,0.12000000000000001
Mercedes-Benz,G-Class G 550 4MATIC,2021,"22,480 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,0.04532392890037306,0.06
Tesla,Model X P90D,2016,"91,000 mi.",,691.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,Yes,0.012702894871180792,0.16
Lexus,IS-F Base,2010,"41,500 mi.",Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,0.014498237346307678,0.27999999999999997
BMW,335 i,2010,"91,545 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,0.0037261824955463654,0.27999999999999997
Audi,RS 7 4.0T,2022,"4,100 mi.",Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,None reported,Yes,0.05436839004865379,0.039999999999999994
Buick,Lucerne CXL,2006,"110,000 mi.",Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,0.0010162315896944634,0.36
Lincoln,MKX Reserve,2016,"88,000 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,0.005589273743319548,0.16
Nissan,Armada Platinum,2018,"42,833 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,0.011856035213102073,0.12000000000000001
Porsche,911 Carrera,2020,"23,278 mi.",Gasoline,3.0 Liter,Automatic,Blue,–,None reported,,0.03827737905743165,0.08
Mercedes-Benz,E-Class 400E,1993,"106,983 mi.",–,–,4-Speed A/T,White,Gray,None reported,Yes,0.004505293380978787,0.62
BMW,435 Gran Coupe i,2015,"60,100 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,0.007789415135008061,0.18000000000000002
Jeep,Wagoneer Series III,2022,"17,381 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,0.02292787838282325,0.039999999999999994
Cadillac,ATS 2.5L,2013,"63,172 mi.",Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,0.003724488776230208,0.22
Ford,Transit Connect XLT,2010,"72,000 mi.",Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,0.0030148203827602416,0.27999999999999997
Kia,EV6 GT-Line,2022,"4,820 mi.",,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,0.015412845777032695,0.039999999999999994
Audi,S5 3.0T Premium Plus,2014,"67,900 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,0.00812646527892339,0.2
Toyota,Tundra SR,2018,"51,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,0.01219477907633356,0.12000000000000001
Jeep,Wrangler Unlimited Freedom Edition,2013,"54,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,0.011178547486639096,0.22
Maserati,Quattroporte Base,2006,"61,840 mi.",Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,0.004911786016856572,0.36
Mercedes-Benz,CLS-Class CLS500,2006,"28,950 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,,,0.004996471982664444,0.36
GMC,Sierra 3500 SLE,2002,"300,000 mi.",Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,0.0010162315896944634,0.44
Nissan,Frontier SL,2011,"103,400 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,0.0050811579484723165,0.26
BMW,M5 Base,2023,816 mi.,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,0.03655046284267753,0.02
Porsche,911 R,2016,719 mi.,Gasoline,4.0L H6 24V GDI DOHC,6-Speed Manual,White,Black / Brown,None reported,Yes,0.16496826139373455,0.16
Land,Rover Defender X-Dynamic SE,2023,"3,678 mi.",Hybrid,3.0 Liter,Automatic,Fuji White,Black,None reported,,0.027098831570792563,0.02
Ford,F-150 XL,2016,"107,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,0.006774877264629756,0.16
BMW,M8 Competition,2022,"5,018 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,,0.03827737905743165,0.039999999999999994
Porsche,911 Carrera S,2010,"13,850 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,0.023508824108265255,0.27999999999999997
Volvo,XC70 3.2,2008,"46,700 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,,,0.0031841923143759855,0.32
Chrysler,300 Touring,2021,"21,478 mi.",Gasoline,3.6 Liter,Automatic,Silver Mist,Black,None reported,,0.008738914183645922,0.06
Honda,Insight EX,2020,"64,200 mi.",Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,0.006266422725919292,0.08
Porsche,Cayman S,2006,"31,075 mi.",Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,0.011601977315678455,0.36
Tesla,Model Y Performance,2022,"25,250 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,0.015514468936002139,0.039999999999999994
BMW,M5 Competition,2020,"35,400 mi.",Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,0.023695133233042575,0.08
Audi,S4 4.2 quattro,2004,"74,030 mi.",Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,0.004742414085240829,0.39999999999999997
Ford,F-250 Platinum,2021,"48,549 mi.",Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Antimatter Blue Metallic,Black,None reported,,0.023033905212014705,0.06
Kia,Seltos S,2023,"5,182 mi.",Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.010331687828560377,0.02
RAM,ProMaster 2500 High Roof,2019,"31,681 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,0.010670431691791864,0.09999999999999999
BMW,M760 M760i xDrive,2020,"23,430 mi.",Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,,0.026760087707561074,0.08
Mercedes-Benz,E-Class E 400,2015,"30,300 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,0.00914608430725017,0.18000000000000002
Cadillac,XTS Luxury,2016,"112,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,0.0042678339328535144,0.16
INFINITI,Q50 Premium,2014,"127,356 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.006094002099534465,0.2
Volkswagen,Touareg V6 Executive,2017,"50,600 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,0.009108822482294707,0.14
Chevrolet,Suburban 1500 LTZ,2011,"194,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,0.002693013712690328,0.26
Toyota,Tundra SR5,2021,"33,455 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,0.014481300153146102,0.06
BMW,X1 sDrive28i,2022,"43,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,0.011432605384062712,0.039999999999999994
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,"46,102 mi.",Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,0.011280170645608541,0.16
Cadillac,XTS Luxury,2019,"59,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,0.006436133401398268,0.09999999999999999
Jaguar,XJ8 Base,2004,"134,000 mi.",Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,0.0025405789742361583,0.39999999999999997
Chevrolet,Camaro ZL1,2020,"3,715 mi.",Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,0.050134091758260196,0.08
Mercedes-Benz,Sprinter 2500,2012,"100,245 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,0.007452364991092732,0.24000000000000002
Mercedes-Benz,C-Class C 300 4MATIC,2022,"8,583 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Cirrus Silver Metallic,AMG Black,None reported,,0.013888159648627768,0.039999999999999994
Dodge,Dakota SLT,2003,"141,800 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,0.0012533522939565049,0.42
Audi,A5 2.0T Premium Plus,2012,"77,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,0.003997177586131556,0.24000000000000002
Audi,A5 2.0T Premium,2018,"67,035 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,0.009992943965328889,0.12000000000000001
Audi,S5 3.0 Premium Plus,2012,"61,450 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,0.005928017606551037,0.24000000000000002
Porsche,Panamera GTS,2015,"39,500 mi.",Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,0.01713705204088097,0.18000000000000002
Mercedes-Benz,AMG GT C,2020,"6,600 mi.",Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,0.042986596244075796,0.08
Chevrolet,Camaro 2SS,2023,"2,300 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,0.016767821229958648,0.02
Audi,Q7 Premium Plus,2023,"10,601 mi.",Hybrid,3.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,,0.020323954306162805,0.02
Maserati,GranTurismo MC,2018,"18,000 mi.",Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,0.022018351110046706,0.12000000000000001
GMC,Sierra 2500 AT4,2022,"31,681 mi.",Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,,0.02234456145033863,0.039999999999999994
Cadillac,XT6 Sport AWD,2020,"24,114 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Garnet Red Metallic,Jet Black,At least 1 accident or damage reported,,0.016065605201479774,0.08
Jeep,Grand Cherokee L Laredo,2022,"22,109 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Global Black,,,0.014020269755288048,0.039999999999999994
Chevrolet,Avalanche 1500 LT,2012,"148,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,0.0054199018117038035,0.24000000000000002
BMW,M5 Base,2018,"41,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,0.01971489284007259,0.12000000000000001
Nissan,Titan SE,2009,"127,600 mi.",E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,0.005928017606551037,0.3
Dodge,Ram 1500 SRT-10 Quad Cab,2005,"138,450 mi.",Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,0.005758645674935291,0.38
GMC,Sierra 1500 SLT,2013,"230,000 mi.",E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,0.004573042153625084,0.22
Lexus,RX 350 F Sport,2017,"53,649 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,0.01050105976017612,0.14
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,"174,000 mi.",Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,0.003387099888451646,0.24000000000000002
INFINITI,QX80 Luxe,2022,"49,860 mi.",Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,0.015461963637201261,0.039999999999999994
Mercedes-Benz,AMG C 63 S,2021,"13,650 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,0.024728302015898613,0.06
BMW,528 i xDrive,2016,"134,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,0.00389555442716211,0.16
Porsche,911 Carrera,2014,"78,000 mi.",Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Brown,None reported,Yes,0.022357094973278195,0.2
Porsche,Boxster S,2005,"65,750 mi.",Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,0.006690191298821884,0.38
BMW,X6 M Base,2021,"18,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,0.03116443541729688,0.06
Ford,Mustang Premium,2007,"121,630 mi.",Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,0.002523641781074584,0.33999999999999997
Rivian,R1S Launch Edition,2023,"4,500 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Gray,None reported,Yes,0.029809121220507696,0.02
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"9,408 mi.",Hybrid,2.0L I4 16V GDI DOHC Hybrid,8-Speed Automatic,Black,Gray,None reported,,0.020324293050026036,0.039999999999999994
BMW,528 i xDrive,2016,"120,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,0.004742414085240829,0.16
Cadillac,Escalade ESV Platinum,2016,"168,600 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,0.009315456238865913,0.16
